Location_id,Sensor_id,State,Area,Sensor_name,Latitude,Longitude,Population_millions,Month,Asthama_Cases,Bronchitis_Cases,Heart_attacks,COPD_Cases,Neumonia_Cases,DateTimeFrom,DateTimeTo,Pollutant_value,AQI_category
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,33.6,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,35.2,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,28.9,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,27.4,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,21.2,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,35.4,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,34.1,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,29.0,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,28.7,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,34.2,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,23.2,Good
5628,14957,Andhra Pradesh,GVM Corporation,no2 µg/m³,17.722682,83.308197,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,25.1,Good
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,118.0,Moderate
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,98.1,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,75.0,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,53.0,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,69.2,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,76.7,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,74.8,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,69.9,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,70.0,Satisfactory
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,109.0,Moderate
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,118.0,Moderate
5628,14947,Andhra Pradesh,GVM Corporation,pm10 µg/m³,17.722682,83.308197,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,188.0,Moderate
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,58.8,Satisfactory
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,45.6,Satisfactory
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,28.5,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,16.5,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,16.2,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,22.7,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,25.2,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,23.1,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,27.0,Good
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,49.6,Satisfactory
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,58.6,Satisfactory
5628,14944,Andhra Pradesh,GVM Corporation,pm25 µg/m³,17.722682,83.308197,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,94.4,Poor
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,9.74,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,21.2,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,24.9,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,19.0,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,18.1,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,6.44,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,6.99,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,15500.0,Severe
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,2470.0,Severe
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,15.7,Good
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,6030.0,Severe
5628,14939,Andhra Pradesh,GVM Corporation,so2 µg/m³,17.722682,83.308197,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,365.0,Moderate
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,655.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,553.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,504.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,33.2,Very Poor
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,503.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,542.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,505.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,444.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,536.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,761.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,605.0,Severe
5596,14814,Andhra Pradesh,Secretariat,co µg/m³,16.5150833,80.5181667,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,644.0,Severe
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,13.9,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,13.7,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,6.95,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,4.6,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,6.82,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,10.2,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,6.32,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,6.52,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,18.1,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,20.5,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,14.2,Good
5596,14810,Andhra Pradesh,Secretariat,no2 µg/m³,16.5150833,80.5181667,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,20.7,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,73.4,Satisfactory
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,60.9,Satisfactory
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,41.2,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,37.4,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,54.5,Satisfactory
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,32.1,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,20.2,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,23.1,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,28.0,Good
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,67.4,Satisfactory
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,69.7,Satisfactory
5596,14821,Andhra Pradesh,Secretariat,pm10 µg/m³,16.5150833,80.5181667,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,111.0,Moderate
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,47.3,Satisfactory
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,34.7,Satisfactory
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,22.8,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,16.9,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,20.1,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,12.2,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,8.24,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,7.92,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,13.1,Good
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,35.8,Satisfactory
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,38.9,Satisfactory
5596,14825,Andhra Pradesh,Secretariat,pm25 µg/m³,16.5150833,80.5181667,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,73.4,Moderate
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,24.0,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,24.0,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,25.2,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,13.9,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,9.63,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,15.2,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,12.7,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,12.6,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,25.1,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,23.6,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,32.6,Good
5596,14829,Andhra Pradesh,Secretariat,so2 µg/m³,16.5150833,80.5181667,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,14.9,Good
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,749.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,630.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,540.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,527.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,604.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,599.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,561.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,508.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,564.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,717.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,722.0,Severe
5609,14858,Andhra Pradesh,Anam Kala Kendram,co µg/m³,16.9872867,81.7363176,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,979.0,Severe
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,22.7,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,20.0,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,15.1,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,7.35,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,9.25,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,12.0,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,9.65,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,8.44,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,9.64,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,14.9,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,14.7,Good
5609,14871,Andhra Pradesh,Anam Kala Kendram,no2 µg/m³,16.9872867,81.7363176,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,21.7,Good
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,89.0,Satisfactory
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,February,6400,10098,1100,14940,3900,2020-02-01,2020-03-01,73.6,Satisfactory
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,March,7200,8262,1200,13590,3900,2020-03-01,2020-04-01,52.3,Satisfactory
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,April,5600,6426,1300,10860,3900,2020-04-01,2020-05-01,31.3,Good
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,May,4800,5508,1250,9505,4550,2020-05-01,2020-06-01,53.0,Satisfactory
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,June,4000,4590,1200,8150,6500,2020-06-01,2020-07-01,39.5,Good
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,July,3200,5508,1150,9505,9100,2020-07-01,2020-08-01,27.9,Good
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,August,4800,5508,1200,10860,9100,2020-08-01,2020-09-01,30.1,Good
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,September,6400,6426,1250,12220,7150,2020-09-01,2020-10-01,33.0,Good
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,October,8000,8262,1300,13590,4550,2020-10-01,2020-11-01,63.3,Satisfactory
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,November,8000,10098,1250,14940,3900,2020-11-01,2020-12-01,85.3,Satisfactory
5609,14899,Andhra Pradesh,Anam Kala Kendram,pm10 µg/m³,16.9872867,81.7363176,54.0,December,7200,10098,1200,17655,3900,2020-12-01,2021-01-01,134.0,Moderate
5609,14907,Andhra Pradesh,Anam Kala Kendram,pm25 µg/m³,16.9872867,81.7363176,54.0,January,6400,11016,1150,16300,4550,2020-01-01,2020-02-01,54.5,Satisfactory
